skill_key,name,tree,tier,cost,prereq_raw,matched_prereq_keys,chain,is_active,source_label,description
guncraft_breacher_specialist_t3,Breacher Specialist (T3),Guncraft,3,650,Close-Quarters Shooter,guncraft_close_quarters_shooter_t2,Scattergun Familiarity → Close-Quarters Shooter → Breacher Specialist,True,Railbound Skill Guide v4 p173,"You have mastered the brutal efficiency of shotgun combat in controlled engagements. Your skill allows you to use the weapon not only against enemies, but also as a tool for breaching barriers, clearing rooms, and overwhelming opponents before they can react. Years of experience have taught you exactly when and where to apply the shotgun’s overwhelming force. Your mastery increases the impact and reliability of shotgun blasts at close range. You are more capable of clearing obstacles, breaking doors, and dominating short-distance combat situations where the shotgun’s destructive potential is at its peak. Now you gain access to T3, Shotgun specific, Gun Skills and T3 shotguns. Combat Specialization"
guncraft_artillery_operator_t1,Artillery Operator (T1),Guncraft,1,100,None,,Artillery Operator → Siege Gunner → Master Artillerist,False,Railbound Skill Guide v4 p174,This skill path is NOT released. Please do not take this skill until updated.
guncraft_siege_gunner_t2,Siege Gunner (T2),Guncraft,2,350,Wheelgun Familiarity,guncraft_wheelgun_familiarity_t1,Artillery Operator → Siege Gunner → Master Artillerist,False,Railbound Skill Guide v4 p174,This skill path is NOT released. Please do not take this skill until updated.
guncraft_master_artillerist_t3,Master Artillerist (T3),Guncraft,3,650,Quickdraw Revolver,guncraft_quickdraw_revolver_t2,Artillery Operator → Siege Gunner → Master Artillerist,False,Railbound Skill Guide v4 p174,This skill path is NOT released. Please do not take this skill until updated.
guncraft_basic_shot_techniques_t1,Basic Shot Techniques (T1),Guncraft,1,100,None,,Basic Shot Techniques → Adv. Shot Techniques →Master Shot Techniques,False,Railbound Skill Guide v4 p175,This skill path is NOT released. Please do not take this skill until updated.
guncraft_advanced_shot_techniques_t2,Advanced Shot Techniques (T2),Guncraft,2,350,Wheelgun Familiarity,guncraft_wheelgun_familiarity_t1,Basic Shot Techniques → Adv. Shot Techniques →Master Shot Techniques,False,Railbound Skill Guide v4 p175,This skill path is NOT released. Please do not take this skill until updated.
guncraft_master_shot_techniques_t3,Master Shot Techniques (T3),Guncraft,3,650,Quickdraw Revolver,guncraft_quickdraw_revolver_t2,Basic Shot Techniques → Adv. Shot Techniques →Master Shot Techniques,False,Railbound Skill Guide v4 p175,This skill path is NOT released. Please do not take this skill until updated. Guncraft Skills
guncraft_fast_hands_t0,Fast Hands (T0),Guncraft,0,50,None,,,True,Railbound Skill Guide v4 p176,You are exceptionally quick with weapon handling and ammunition management. You may swap the ammunition type in a firearm as a free action instead of using a standard action. The muscle memory and quickdraw efficiency developed through constant use of firearms. You may also swap to a different firearm using a free action as well This ability only applies to firearms you are currently wielding.
guncraft_covered_shot_t1,Covered Shot (T1),Guncraft,1,265,None,,,True,Railbound Skill Guide v4 p176,"You are skilled at fighting from defensive positions and making use of the environment. When you are actively using cover such as walls, barricades, crates, or terrain, you gain a situational bonus to dodge or evade checks against attacks coming from directions that the cover protects. This bonus only applies while you remain behind the cover and may not apply if the enemy has a clear angle around it. + Requires bonus action and 1 AP + While being in active cover and agreed upon by the gm, you get a 10% boost to your dodge and a 5% to your reaction."
guncraft_good_eyes_t1,Good Eyes (T1),Guncraft,1,265,None,,,True,Railbound Skill Guide v4 p177,"Your vision and spatial awareness make you especially effective with thrown objects. You gain +5 meters of range when throwing items, including throwable weapons such as knives, grenades, or other improvised objects."
guncraft_alert_t1,Alert (T1),Guncraft,1,100,None,,,True,Railbound Skill Guide v4 p177,"You maintain a constant level of awareness and preparedness, rarely allowing yourself to be caught completely off guard. When a situation would normally result in you being surprised, ambushed, or unprepared for combat. While this does not make you impossible to surprise, it makes it significantly harder for enemies to catch you completely unaware. What the GM does - They make a roll for the anyone with this skill, and only this skill It’s up to the GM to decide what's success and failure."
guncraft_eagle_eye_t2,Eagle Eye (T2),Guncraft,2,300,Good Eye & Alert,"guncraft_good_eyes_t1, guncraft_alert_t1",Good Eyes + Alert -> Eagle Eye,True,Railbound Skill Guide v4 p178,"Your marksmanship has evolved beyond simple perception. You gain increased effective range with firearms, allowing you to accurately engage targets at distances beyond what most shooters can manage. This ability is considered the advanced form of Good Eyes and reflects exceptional targeting skill and long distance precision. + Gaining a permanent boost to all guns by a 5 meter range and a permanent 10% to your reaction at all times."
guncraft_gun_fu_t2,Gun-Fu (T2),Guncraft,2,350,None,,,True,Railbound Skill Guide v4 p178,"You have trained to use firearms as both ranged and close combat weapons. Your guns can be used as blunt melee weapons when striking an opponent at close range. (Unless you have a melee based attachment on the weapon there isn’t a bonus on it.) Additionally, if you are grappled or restrained, you may attempt to fire your gun point blank as part of your action/reaction to break free. Your firearm attack can be used as the output for the escape attempt, representing a desperate but effective counterattack."
guncraft_lesser_reload_t2,Lesser Reload (T2),Guncraft,2,475,None,,Lesser Reload -> Veteran Reload,True,Railbound Skill Guide v4 p179,You have trained enough with firearms that reloading becomes second nature. You may reload a firearm using a bonus action instead of a normal action. This allows you to maintain pressure in combat while keeping your weapon ready. This ability represents practiced familiarity with your weapon and efficient ammunition handling developed through repeated use.
guncraft_lesser_reload_t2_2,Lesser Reload (T2),Guncraft,2,475,None,,Lesser Reload -> Veteran Reload,True,Railbound Skill Guide v4 p179,You have trained enough with firearms that reloading becomes second nature. You may reload a firearm using a bonus action instead of a normal action. This allows you to maintain pressure in combat while keeping your weapon ready. This ability represents practiced familiarity with your weapon and efficient ammunition handling developed through repeated use.
guncraft_artillery_gunner_t2,Artillery Gunner (T2),Guncraft,2,350,None,,Artillery Gunner -> Master Artillerist,True,Railbound Skill Guide v4 p180,"You have learned the basic operation of heavy weaponry such as cannons, mounted guns, and other large scale firearms. This training includes understanding loading procedures, aiming methods, and the coordination often required to operate these powerful machines effectively. While artillery may be intimidating to the inexperienced, you possess the knowledge needed to use it without hesitation. This skill allows you to operate artillery equipment more effectively and reduces the chance of errors while handling heavy weapons. Your understanding of their mechanics improves your ability to aim and fire these powerful devices during combat. If in a scene where artillery is said to be there you have access to use it as an action."
guncraft_gunmasters_flow_t3,Gunmaster’s Flow (T3),Guncraft,3,650,None,,"During a combat encounter or scene, every enemy you defeat grants you a small stacking bonus to firearm related attacks. This represents your growing confidence, improved timing, and increasing control over the battlefield.",True,Railbound Skill Guide v4 p180,"The effect only lasts for the duration of the encounter and resets once the scene ends.This ability reflects a combatant who thrives in battle, becoming more dangerous the longer the fight continues. + For every kill that is made by them (assist do not count) the user gains a 2% stacking output and output speed bonus for every kill."
guncraft_veteran_reload_t3,Veteran Reload (T3),Guncraft,3,650,Lesser Reload,guncraft_lesser_reload_t2,Lesser Reload -> Veteran Reload,True,Railbound Skill Guide v4 p181,"Your mastery of firearm handling allows you to reload with near effortless speed. You may reload a firearm using both of your free actions, allowing you to chamber fresh ammunition almost instantly without interrupting your combat flow. Additionally, if a weapon normally requires careful or complex reloading, your experience allows you to perform it with the same speed and confidence as a standard firearm."
guncraft_master_artillerist_t3_2,Master Artillerist (T3),Guncraft,3,650,Artillery Gunner,guncraft_artillery_gunner_t2,Artillery Gunner -> Master Artillerist,True,Railbound Skill Guide v4 p181,"You have achieved exceptional mastery over heavy weaponry and large scale firearms. Few individuals possess the knowledge required to fully control artillery in the chaos of battle, but you understand both its mechanical operation and its devastating strategic potential. With careful calculation and experience, you can unleash immense destructive force with remarkable precision. This mastery greatly improves your ability to aim and control artillery fire, ensuring that each shot has maximum effectiveness. You can better predict blast impact, manage trajectory, and coordinate bombardments in ways that can dramatically shift the outcome of large engagements. You can now have access to mobile artillery firearms."
beastmaster_obedience,Obedience,Beastmaster,0,50,None,,,True,Railbound Skill Guide v4 p187,"This skill allows advanced commands to be given to mounts and pets in non-combat contexts. Advanced commands allow animals to perform tricks or commands that they otherwise would not naturally do, within reason for the animal being commanded. ● Normal animals still have ""animal"" intelligence. ● Only Loyal Companion animals have sentience, and can follow more 'higher order' multi-step commands. EXAMPLE ● Sending a monkey into another space to unlock a door or window; teaching a rat to steal from someone's pocket; having a dog stand guard outside a door and alert when someone approaches. ● ""Obedience"" is not required for simple commands and tricks that wouldn't require advanced training (eg., sit, stay, speak, fetch, etc). Tier 1 OC Skills"
beastmaster_proficient_command,Proficient Command,Beastmaster,1,100,Pet or Mount,,Proficient Command -> Advanced Command,True,Railbound Skill Guide v4 p187,"Through coordination and clear battlefield signals, the user has developed a strong bond and understanding with their mount or companion. This allows the user to direct their mount or pet more efficiently in combat. This represents the growing synergy between master and companion, allowing them to act in tandem rather than waiting for separate openings. + Bonus Action How It Works + By using their bonus action, the user may command their mount or pet to perform one action during the turn. + That can be used for an action or reaction."
beastmaster_mauling,Mauling,Beastmaster,1,265,N/A,,N/A,True,Railbound Skill Guide v4 p188,"A specialized grappling technique unique to Beastmasters, where the user commands their pet or mount to aggressively pin down a target. When initiating a maul, the companion attempts a grapple combined with an attack. If the attack successfully lands, it deals its normal damage and the target becomes grappled/held down by the companion. While a target is being mauled, they may use their action to respond in one of two ways: ● Defend Against the Assault, preventing the companion from dealing further damage that turn, or ● Attempt to Break Free, rolling their output against the companion’s output. If the target’s output exceeds the companion’s, they successfully escape the maul but suffer T1 damage during the struggle. While maintaining a maul, the pet or mount is fully committed to the grapple and cannot perform any other actions or reactions. The companion may only deal damage through its action while continuing the maul, representing its focus on keeping the target restrained and under constant pressure. + Bonus Action, 1 AP Mount’s Grapple Power = (STR x 1.2) + (STA + 0.6) + Masters (STRx.5) !IMPORTANT! - While maintaining a grapple with a conscious combatant, your Reaction Score and Attack Speed take a 5% penalty. This does not impact MAGIC restraints. Tier 2 OC Skills"
beastmaster_advanced_command,Advanced Command,Beastmaster,2,475,"Pet or Mount, Proficient Command",beastmaster_proficient_command,Proficient Command -> Advanced Command,True,Railbound Skill Guide v4 p189,"The bond between the user and their mount or companion has reached a level of near instinctive understanding. The mount or pet is capable of acting with far greater independence while still responding to the master’s direction. How It Works + The companion now gains access to its own action and reaction, separate from its master’s turn economy. + In addition, the companion may still utilize the master’s bonus action slot when commanded, allowing for greater tactical flexibility and coordinated maneuvers in combat."
beastmaster_shared_experience,Shared Experience,Beastmaster,2,350,Pet or Mount in scene,,Shared Experience -> Shared Experience II,True,Railbound Skill Guide v4 p190,"Through time spent traveling, fighting, and growing alongside their master, the companion begins to develop and learn from those experiences. As long as the companion is present with the user during scenes where experience is earned, they will begin accumulating growth of their own. ● The companion gains 10% of the experience the user earns whenever XP is awarded. This experience is tracked separately and cannot be transferred to the OC under any circumstances. The experience gained is solely for the companion’s own progression and development."
beastmaster_remote_sense,Remote Sense,Beastmaster,2,350,Pet or Mount,,Remote Sense -> Spectral Bond,True,Railbound Skill Guide v4 p190,"The bond between the user and their companion grows strong enough that distance alone cannot sever their awareness of one another. No matter how far apart they may be, both the user and their companion can sense the other’s presence across long distances. While this connection does not allow for spoken communication or direct conversation, it allows both parties to feel one another’s emotions, intentions, and distress. Feelings such as pain, fear, urgency, or comfort can be sensed through the bond, allowing the pair to remain connected even when physically separated. ● You and your companion are always able to locate one another. Your companion can act fully independently when separated from you, and can still take advantage of shared bonuses. You and your companion can 'sense' what the other is doing, feeling, or experiencing. ○ This does not mean your pet gets ""meta"", but they will have a rudimentary understanding of your will. Tier 3 OC Skills"
beastmaster_shared_experience_ii,Shared Experience II,Beastmaster,3,650,"Pet or Mount in scene, Shared Experience",beastmaster_shared_experience,Shared Experience -> Shared Experience II,True,Railbound Skill Guide v4 p191,"Through time spent traveling, fighting, and growing alongside their master, the companion begins to develop and learn from those experiences. As long as the companion is present with the user during scenes where experience is earned, they will begin accumulating growth of their own. The companion gains 20% of the experience the user earns whenever XP is awarded. This experience is tracked separately and cannot be transferred to the OC under any circumstances. The experience gained is solely for the companion’s own progression and development."
beastmaster_spectral_bond,Spectral Bond,Beastmaster,3,650,Loyal Companion ONLY,,Remote Sense -> Spectral Bond,True,Railbound Skill Guide v4 p191,"The connection between the user and their companion evolves beyond simple emotional awareness, allowing the companion to briefly manifest through the bond itself. By channeling this link, the companion can shift into a spectral, ghost-like form, becoming incorporeal for a short duration. In this state, the companion can phase through solid objects such as walls, barriers, or terrain, allowing it to scout, reposition, or escape otherwise impossible situations. + 3 AP, Bonus Action ● While in this form, the companion cannot physically interact with the environment or perform physical attacks. At any point during this state, the companion may instantly return to their master, teleporting back to them as long as they are within a 10 meter range.. This evolution of the bond makes separation far less dangerous, ensuring the companion can always find its way back to its partner. ○ However in this form any boost gained or related to Loyal Companion trait & its skills are voided. For both the master and the pet. Source Beast Skills The Source Beast Skills are skills for your Loyal Companion ONLY. THIS SECTION IS BEING REVIEWED. Until further notice, Beast Skills are NOT purchasable; they will be released as soon as we complete balancing for OC-based skills. Understanding Beast Skills There are 3 types of Beasts (which includes both Source Beasts from Loyal Companion and non-Source beasts). ● Combat Pets ● Mount Pets ● Support Pets The type of pet/companion you have will determine what you can do with them and what sort of skills they can have. Please review the Pet Guide for more information. Non-Source Beasts Non-source beasts are easily known to be different from their Source Beast counterparts based on appearance and the fact that Source Beast don;t exist in the wild. They as well don’t have the ability/capacity to go into the other skill trees. Example for Non-Source Beast vs Source Beast: - If you gained a wolf it could have the options between Combat or Support you must make that choice and only be stuck into the combat path line. - If you had a Source Beast that resembled a wolf it could be any of the 3 paths and still have access to the other trees to the extent based on path chosen. Source Beasts (and Loyal Companions) The skills your Loyal Companion can obtain are determined by the type of beast they are. Each category has a different maximum “cap” on skills. ●Combat Pets ○ Combat: Tier 3 (Primary Strength) ○ Mount: Tier 1 (Tertiary Role) ○ Support: Tier 2 (Secondary Role) ●Mount Pets ○ Combat: Tier 1 (Tertiary Role) ○ Mount: Tier 3 (Primary Strength) ○ Support: Tier 2 (Secondary Role) ●Support Pets ○ Combat: Tier 2 (Secondary Role) ○ Mount: Tier 1 (Tertiary Role) ○ Support: Tier 3 (Primary Strength) Beast Skills - Combat Skills Tier 1"
beastmaster_battle_bond_bonus_action,"Battle Bond, Bonus Action",Beastmaster,0,0,None,,Battle Bond -> Bonded Soul,False,Railbound Skill Guide v4 p196,"The connection between you and your companion strengthens in the heat of battle. When both you and your companion focus the same target, your companion gains a +5% output bonus to their attacks."
beastmaster_magical_attack_i_passive,"Magical Attack I, Passive",Beastmaster,0,0,None,,Magical Attack I -> Magical Attack II -> Magical Attack III,False,Railbound Skill Guide v4 p196,"Your companion begins to awaken latent magical potential, allowing it to perform basic offensive spells. It gains access to Tier 1 Offensive Magic, restricted to the weak power band, such as minor elemental bursts, energy projectiles, or simple magical strikes."
beastmaster_hound_strike_bonus_action,"Hound Strike, Bonus Action",Beastmaster,0,0,None,,,False,Railbound Skill Guide v4 p196,"Your companion executes a trained, aggressive strike designed to capitalize on openings. This attack gains a +15% output bonus but the beast gets a tier 1 injury."
beastmaster_increased_physicality_i_combat_passive,"Increased Physicality I {Combat}, Passive",Beastmaster,0,0,None,,,False,Railbound Skill Guide v4 p197,"Your companion’s combat capabilities are slightly enhanced through conditioning or natural growth. Choose one attribute: Strength, Dexterity, or Magical Affinity. That stat gains a permanent +5% increase. Tier 2"
beastmaster_bonded_soul_bonus_action,"Bonded Soul, Bonus Action",Beastmaster,0,0,None,,Battle Bond -> Bonded Soul,False,Railbound Skill Guide v4 p197,"The connection between you and your companion deepens, allowing for sharper coordination in battle. When attacking the same target as your master, your companion gains a +10% output bonus, reflecting heightened synergy and shared intent."
beastmaster_magical_attack_ii_passive,"Magical Attack II, Passive",Beastmaster,0,0,None,,Magical Attack I -> Magical Attack II -> Magical Attack III,False,Railbound Skill Guide v4 p197,"Your companion’s offensive magic grows in strength and control. Its Offensive Magic upgrades to the standard power band, allowing for more reliable and impactful spellcasting while maintaining Tier 1 limitations."
beastmaster_hound_strike_bonus_action_2,"Hound Strike, Bonus Action",Beastmaster,0,0,None,,,False,Railbound Skill Guide v4 p198,"Your companion executes a trained, aggressive strike designed to capitalize on openings. This attack gains a +15% output bonus but the beast gets a tier 1 injury."
beastmaster_increased_physicality_i_combat_passive_2,"Increased Physicality I {Combat}, Passive",Beastmaster,0,0,None,,,False,Railbound Skill Guide v4 p198,"Your companion’s combat capabilities are slightly enhanced through conditioning or natural growth. Choose one attribute: Strength, Dexterity, or Magical Affinity. That stat gains a permanent +5% increase. Tier 2 1. Magic Combat, Passive a. Your companion expands its magical repertoire, gaining access to either: i. Weakening Magic (debuffs, impairments), or ii. Summoning Magic (minor conjurations or entities) b. All abilities are limited to the standard power band, offering utility and battlefield control. 2. Increased Physicality II (Combat), Passive a. Continued training enhances your companion’s natural combat strengths. The previously chosen attribute (Strength, Dexterity, or Magical Affinity) is further improved, increasing its bonus to +7% total. b. Requires: Increased Physicality I (Combat) 3. Helping Hand I, Passive a. Your companion learns to fight alongside others beyond just its master. When attacking the same target as an approved ally, it gains a +7% output bonus. The master determines which allies qualify, reinforcing tactical teamwork. 4. Source Exchange, Bonus Action a. Your companion can convert its own physical endurance into energy for its master. By willingly taking damage, it generates AP for the master, enabling more advanced abilities. The amount gained depends on the severity of the injury: i. Tier 1 Injury: +1 AP ii. Tier 2 Injury: +2 AP iii. Tier 3 Injury: +3 AP Tier 3 1. Ravaged Strike - Your companion executes a mastered strike designed to incapacitate the target. This attack gains a +25% output bonus and if it lands it gains a bleeding effect, with no injury gained by the user anymore. a. |Requires Hound Strike| 2. Magical Attack III - Offense magic upgrades to its max capacity and now can create AOE attacks, following the power band however stays at standard. |Requires Magical Attack II| 3. Helping Hand II, Passive a. Your companion learns to fight alongside others beyond just its master. When attacking the same target as an approved ally, it gains a +10% output bonus. The master determines which allies qualify, reinforcing tactical teamwork. b. Requires |Helping Hand I| 4. Increased Physicality II (Combat), Passive a. Continued training enhances your companion’s natural combat strengths. The previously chosen attribute (Strength, Dexterity, or Magical Affinity) is further improved, increasing its bonus to +10% total. b. Requires: Increased Physicality II (Combat) Beast Skills - Mount Skills Tier 1 1. Increased Inventory, Passive a. Your companion is trained or equipped to carry additional supplies. It gains +4 inventory capacity (or slots), allowing for more gear, materials, or items to be transported without hindering performance. 2. Magical Reinforcement I, Passive a. Your companion gains access to basic reinforcement magic, enhancing physical performance through magical means. b. It can use Tier 1 Reinforcement Magic within the weak power band. 3. One Unit, Passive a. Rider and mount move as a single, coordinated entity. While mounted, your defensive responsiveness improves by combining your instincts: b. Use your Dodge and Reaction + 50% of your companion’s Dodge and Reaction. 4. Increased Physicality I (Mount), Passive a. Your companion’s endurance is improved for sustained activity. It gains a +7% increase to Stamina, allowing it to travel longer distances, endure extended combat scenarios, and better resist fatigue-related penalties. Tier 2 1. Scouting, Bonus Action a. Your companion becomes capable of advanced traversal while carrying you. It can fly or swim with you mounted while maintaining its normal movement speed. However, combat actions cannot be performed while using this ability, and it must logically align with the creature’s form. 2. Magical Reinforcement II, Passive a. Your companion’s reinforcement magic improves, upgrading to the standard power band. This allows for stronger enhancements to speed, durability, or physical output. b. Requires: Magical Reinforcement I 3. Magical Change, Passive a. Your companion gains access to transformative magic, choosing one: i. Area Transmutation, or ii. Transformation (limited to mobility-based changes such as flight, gills, or movement adaptations) b. All abilities are restricted to the standard power band. 4. Increased Physicality II (Mount), Bonus Action a. Your companion’s endurance continues to grow. Its Stamina bonus increases to +10% total, improving travel longevity and resistance to fatigue. b. Requires: Increased Physicality I (Mount) 5. Escape Artist, Bonus Action a. When retreat becomes necessary, you and your mount act with unmatched urgency. By committing your entire action for the round, you and one additional rider can disengage and escape. Distance and travel time still apply, and once dismissed, the mount requires time before it can return. 6. Rider & Steed (Source Beast Exclusive), Bonus Action a. The bond between you and your companion blurs the line between separate beings. You may transfer injuries between yourself, your companion, or another target, redistributing damage strategically. This reflects a powerful and unnatural unity. Tier 3 1. True Rider, Bonus Action a. Your companion has now strengthened its might with you and now it can be used in combat while doing its complex traversal. b. Requires: Scouting 2. Increased Physicality III (Mount), Bonus Action a. Your companion’s endurance continues to grow. Its Stamina bonus increases to +15% total, improving travel longevity and resistance to fatigue. b. Requires: Increased Physicality II (Mount) 3. Magical Reinforcement II, Passive a. Your companion’s reinforcement magic improves, and can now affect allies with reinforcement magic. USing Standard Power band. b. Requires: Magical Reinforcement II 4. Unified, Passive a. Rider and mount move as a single, coordinated entity. While mounted, your defensive responsiveness improves by combining your instincts. b. Use your Dodge and Reaction + 50% of your companion’s Dodge and Reactio"
magecraft_forces_water_knowledge,Water Knowledge,Magecraft - Forces,0,50,None,,Water Knowledge → Water Attunement → Water Mastery → Water Sorcery,True,Railbound Skill Guide v4 p96,Skill checks on Water Sourcery and natural water-based skills gain +2; allows simple water-based magics.
magecraft_forces_water_attunement,Water Attunement,Magecraft - Forces,1,265,Water Knowledge,magecraft_forces_water_knowledge,Water Knowledge → Water Attunement → Water Mastery → Water Sorcery,True,Railbound Skill Guide v4 p96,Healing spells cost 5% less to cast and maintain; can heal twice the number of T1 injuries as normal per turn.
magecraft_forces_water_mastery,Water Mastery,Magecraft - Forces,2,350,Water Attunement,magecraft_forces_water_attunement,Water Knowledge → Water Attunement → Water Mastery → Water Sorcery,True,Railbound Skill Guide v4 p96,Healing spells cost 10% less to cast and maintain; can heal twice the number of T2 injuries as normal per turn.
magecraft_forces_water_sorcery,Water Sorcery,Magecraft - Forces,3,650,Water Mastery,magecraft_forces_water_mastery,Water Knowledge → Water Attunement → Water Mastery → Water Sorcery,True,Railbound Skill Guide v4 p96,Healing spells cost 15% less to cast and maintain; can heal twice the number of T3 injuries as normal per turn.
magecraft_forces_earth_knowledge,Earth Knowledge,Magecraft - Forces,0,50,None,,Earth Knowledge → Earth Attunement → Earth Mastery → Earth Sorcery,True,Railbound Skill Guide v4 p96,Skill checks on Earth Sourcery and natural earth-based skills gain +2; allows simple earth-based magics.
magecraft_forces_earth_attunement,Earth Attunement,Magecraft - Forces,1,265,Earth Knowledge,magecraft_forces_earth_knowledge,Earth Knowledge → Earth Attunement → Earth Mastery → Earth Sorcery,True,Railbound Skill Guide v4 p96,Abjuration spells gain +5% output.
magecraft_forces_earth_mastery,Earth Mastery,Magecraft - Forces,2,350,Earth Attunement,magecraft_forces_earth_attunement,Earth Knowledge → Earth Attunement → Earth Mastery → Earth Sorcery,True,Railbound Skill Guide v4 p96,Abjuration spells gain +10% output; defense against physical attacks is x1.10.
magecraft_forces_earth_sorcery,Earth Sorcery,Magecraft - Forces,3,650,Earth Mastery,magecraft_forces_earth_mastery,Earth Knowledge → Earth Attunement → Earth Mastery → Earth Sorcery,True,Railbound Skill Guide v4 p96,Abjuration spells gain +15% output; defense against the physical is equal to magic defense.
magecraft_forces_wind_knowledge,Wind Knowledge,Magecraft - Forces,0,50,None,,Wind Knowledge → Wind Attunement → Wind Mastery → Wind Sorcery,True,Railbound Skill Guide v4 p96,Skill checks on Wind Sourcery and natural wind-based skills gain +2; allows simple wind-based magics.
magecraft_forces_wind_attunement,Wind Attunement,Magecraft - Forces,1,265,Wind Knowledge,magecraft_forces_wind_knowledge,Wind Knowledge → Wind Attunement → Wind Mastery → Wind Sorcery,True,Railbound Skill Guide v4 p96,Transmutation and Alteration spells cost 5% less to cast and maintain.
magecraft_forces_wind_mastery,Wind Mastery,Magecraft - Forces,2,350,Wind Attunement,magecraft_forces_wind_attunement,Wind Knowledge → Wind Attunement → Wind Mastery → Wind Sorcery,True,Railbound Skill Guide v4 p96,Wind spells may add flight as an extra effect for free to any single-target spell that makes sense; Transmutation and Alteration spells cost 10% less.
magecraft_forces_wind_sorcery,Wind Sorcery,Magecraft - Forces,3,650,Wind Mastery,magecraft_forces_wind_mastery,Wind Knowledge → Wind Attunement → Wind Mastery → Wind Sorcery,True,Railbound Skill Guide v4 p96,Transmutation and Alteration spells cost 15% less to cast and maintain.
magecraft_forces_fire_knowledge,Fire Knowledge,Magecraft - Forces,0,50,None,,Fire Knowledge → Fire Attunement → Fire Mastery → Fire Sorcery,True,Railbound Skill Guide v4 p96,Skill checks on Fire Sourcery and natural fire-based skills gain +2; allows simple fire-based magics.
magecraft_forces_fire_attunement,Fire Attunement,Magecraft - Forces,1,265,Fire Knowledge,magecraft_forces_fire_knowledge,Fire Knowledge → Fire Attunement → Fire Mastery → Fire Sorcery,True,Railbound Skill Guide v4 p96,Destruction spells gain +2% more output.
magecraft_forces_fire_mastery,Fire Mastery,Magecraft - Forces,2,350,Fire Attunement,magecraft_forces_fire_attunement,Fire Knowledge → Fire Attunement → Fire Mastery → Fire Sorcery,True,Railbound Skill Guide v4 p96,Destruction spells gain +4% more output.
magecraft_forces_fire_sorcery,Fire Sorcery,Magecraft - Forces,3,650,Fire Mastery,magecraft_forces_fire_mastery,Fire Knowledge → Fire Attunement → Fire Mastery → Fire Sorcery,True,Railbound Skill Guide v4 p96,Destruction spells gain +6% more output.
